,PC1,PC2,group,tissue,stage,type,sam,idxOrder
RET_9W_emb1_rep2_29,-16.49632252,10.25429996,7,RET,7W,RGC,RET_9W_emb1_rep2_29,2112
RET_9W_emb1_rep2_30,-15.37222177,10.63719432,7,RET,7W,RGC,RET_9W_emb1_rep2_30,2113
RET_9W_emb1_rep2_31,-8.882990888,-9.223174193,2,RET,7W,RPC,RET_9W_emb1_rep2_31,2114
RET_9W_emb1_rep2_32,4.464334559,1.845950262,9,RET,7W,RPC,RET_9W_emb1_rep2_32,2115
RET_9W_emb1_rep2_33,1.932813336,4.61619023,9,RET,7W,RPC,RET_9W_emb1_rep2_33,2116
RET_9W_emb1_rep2_35,-16.35219636,10.79733272,7,RET,7W,RGC,RET_9W_emb1_rep2_35,2117
RET_9W_emb1_rep2_36,-16.49818183,10.90333582,7,RET,7W,RGC,RET_9W_emb1_rep2_36,2118
RET_9W_emb1_rep2_37,-16.19069688,10.83871815,7,RET,7W,RGC,RET_9W_emb1_rep2_37,2119
RET_9W_emb1_rep2_38,-17.17090302,10.74366137,7,RET,7W,RGC,RET_9W_emb1_rep2_38,2120
RET_9W_emb1_rep2_39,-14.14668495,8.27031751,7,RET,7W,RGC,RET_9W_emb1_rep2_39,2121
RET_9W_emb1_rep2_40,-13.35946877,6.8820371410000005,4,RET,7W,RGC,RET_9W_emb1_rep2_40,2122
RET_9W_emb1_rep2_41,-14.47036492,8.419012985,7,RET,7W,RGC,RET_9W_emb1_rep2_41,2123
RET_9W_emb1_rep2_42,-4.744723691,12.50320092,12,RET,7W,Horizontal,RET_9W_emb1_rep2_42,2124
RET_9W_emb1_rep2_43,-13.60279578,8.081391525,7,RET,7W,RGC,RET_9W_emb1_rep2_43,2125
RET_9W_emb1_rep2_44,-14.99802336,12.62513566,7,RET,7W,RGC,RET_9W_emb1_rep2_44,2126
RET_9W_emb1_rep2_45,-12.94156202,5.469016268,4,RET,7W,RGC,RET_9W_emb1_rep2_45,2127
RET_9W_emb1_rep2_46,0.76309178,10.60206133,12,RET,7W,Horizontal,RET_9W_emb1_rep2_46,2128
RET_9W_emb1_rep2_47,-16.68737526,10.25680412,7,RET,7W,RGC,RET_9W_emb1_rep2_47,2129
RET_9W_emb1_rep2_48,-13.35346189,7.657094495,4,RET,7W,RGC,RET_9W_emb1_rep2_48,2130
RET_9W_emb1_rep2_49,-13.22618435,5.7487510760000005,4,RET,7W,RGC,RET_9W_emb1_rep2_49,2131
RET_9W_emb1_rep2_50,-15.66530989,12.92264829,7,RET,7W,RGC,RET_9W_emb1_rep2_50,2132
RET_10W_emb1_rep1_1,-25.15182006,4.038090682,1,RET,8W,RGC,RET_10W_emb1_rep1_1,2133
RET_10W_emb1_rep1_2,-25.50543799,1.353880481,1,RET,8W,RGC,RET_10W_emb1_rep1_2,2134
RET_10W_emb1_rep1_3,-22.78038185,0.9665893409999999,1,RET,8W,RGC,RET_10W_emb1_rep1_3,2135
RET_10W_emb1_rep1_4,-28.59399852,3.565326442,1,RET,8W,RGC,RET_10W_emb1_rep1_4,2136
RET_10W_emb1_rep1_5,-26.38057028,4.37652069,1,RET,8W,RGC,RET_10W_emb1_rep1_5,2137
RET_10W_emb1_rep1_6,-23.79466992,3.000317408,1,RET,8W,RGC,RET_10W_emb1_rep1_6,2138
RET_10W_emb1_rep1_7,-15.88492233,3.175426745,4,RET,8W,RGC,RET_10W_emb1_rep1_7,2139
RET_10W_emb1_rep1_8,-17.73537031,2.700680673,1,RET,8W,RGC,RET_10W_emb1_rep1_8,2140
RET_10W_emb1_rep1_9,-7.852489737000001,-8.725793869,2,RET,8W,RPC,RET_10W_emb1_rep1_9,2141
RET_10W_emb1_rep1_10,-24.94397271,0.923708427,1,RET,8W,RGC,RET_10W_emb1_rep1_10,2142
RET_10W_emb1_rep1_11,-26.95585714,2.303557267,1,RET,8W,RGC,RET_10W_emb1_rep1_11,2143
RET_10W_emb1_rep1_12,-25.23325,0.593303653,1,RET,8W,RGC,RET_10W_emb1_rep1_12,2144
RET_10W_emb1_rep1_13,-25.17581849,2.573327448,1,RET,8W,RGC,RET_10W_emb1_rep1_13,2145
RET_10W_emb1_rep1_14,-24.69546081,0.17112598699999998,1,RET,8W,RGC,RET_10W_emb1_rep1_14,2146
RET_10W_emb1_rep1_15,-28.57263439,-12.63103405,18,RET,8W,Microglia,RET_10W_emb1_rep1_15,2147
RET_10W_emb1_rep1_16,-26.61946616,3.444508512,1,RET,8W,RGC,RET_10W_emb1_rep1_16,2148
RET_10W_emb1_rep1_17,-31.93673655,7.251917067000001,1,RET,8W,RGC,RET_10W_emb1_rep1_17,2149
RET_10W_emb1_rep1_18,-24.18659607,1.9553502880000002,1,RET,8W,RGC,RET_10W_emb1_rep1_18,2150
RET_10W_emb1_rep1_19,-25.05055265,0.320824984,1,RET,8W,RGC,RET_10W_emb1_rep1_19,2151
RET_10W_emb1_rep1_20,-32.8434474,6.077333228,1,RET,8W,RGC,RET_10W_emb1_rep1_20,2152
RET_10W_emb1_rep1_21,-26.81467873,6.4130099089999995,1,RET,8W,RGC,RET_10W_emb1_rep1_21,2153
RET_10W_emb1_rep1_22,-29.89353332,-12.03356174,18,RET,8W,Microglia,RET_10W_emb1_rep1_22,2154
RET_10W_emb1_rep1_23,-15.027791199999998,2.7052313960000003,4,RET,8W,RGC,RET_10W_emb1_rep1_23,2155
RET_10W_emb1_rep1_24,-30.66695196,8.180174962999999,1,RET,8W,RGC,RET_10W_emb1_rep1_24,2156
RET_10W_emb1_rep1_25,-26.04183861,6.467410021,1,RET,8W,RGC,RET_10W_emb1_rep1_25,2157
RET_10W_emb1_rep1_26,-25.6185047,5.130236313999999,1,RET,8W,RGC,RET_10W_emb1_rep1_26,2158
RET_10W_emb1_rep1_27,-32.55811526,6.866240352999999,1,RET,8W,RGC,RET_10W_emb1_rep1_27,2159
RET_10W_emb1_rep1_28,-26.98802215,6.610034532999999,1,RET,8W,RGC,RET_10W_emb1_rep1_28,2160
RET_10W_emb1_rep1_29,-27.22359452,7.482994887,1,RET,8W,RGC,RET_10W_emb1_rep1_29,2161
RET_10W_emb1_rep1_30,-29.0998647,3.859583339,1,RET,8W,RGC,RET_10W_emb1_rep1_30,2162
RET_10W_emb1_rep1_31,1.159910615,11.77833408,9,RET,8W,Horizontal,RET_10W_emb1_rep1_31,2163
RET_10W_emb1_rep1_32,-29.73595989,2.88260551,1,RET,8W,RGC,RET_10W_emb1_rep1_32,2164
RET_10W_emb1_rep1_33,-5.997998637999999,-5.702537265,2,RET,8W,RPC,RET_10W_emb1_rep1_33,2165
RET_10W_emb1_rep1_34,-25.66477367,6.535807406,1,RET,8W,RGC,RET_10W_emb1_rep1_34,2166
RET_10W_emb1_rep1_35,-29.28957249,5.329914748999999,1,RET,8W,RGC,RET_10W_emb1_rep1_35,2167
RET_10W_emb1_rep1_36,-25.00154009,1.956536988,1,RET,8W,RGC,RET_10W_emb1_rep1_36,2168
RET_10W_emb1_rep1_37,-31.48548455,5.898313548,1,RET,8W,RGC,RET_10W_emb1_rep1_37,2169
RET_10W_emb1_rep1_38,-26.52522569,7.038083892,1,RET,8W,RGC,RET_10W_emb1_rep1_38,2170
RET_10W_emb1_rep1_39,-27.19922713,6.82032771,1,RET,8W,RGC,RET_10W_emb1_rep1_39,2171
RET_10W_emb1_rep1_40,-25.75631917,5.3124587089999995,1,RET,8W,RGC,RET_10W_emb1_rep1_40,2172
RET_10W_emb1_rep1_41,-23.57432926,5.573425019,1,RET,8W,RGC,RET_10W_emb1_rep1_41,2173
RET_10W_emb1_rep1_42,-27.13127467,4.247731765,1,RET,8W,RGC,RET_10W_emb1_rep1_42,2174
RET_10W_emb1_rep1_43,-29.24947168,2.5388130540000002,1,RET,8W,RGC,RET_10W_emb1_rep1_43,2175
RET_10W_emb1_rep1_44,-20.78789275,0.97665291,1,RET,8W,RGC,RET_10W_emb1_rep1_44,2176
RET_10W_emb1_rep1_45,-27.84105571,5.64886748,1,RET,8W,RGC,RET_10W_emb1_rep1_45,2177
RET_10W_emb1_rep1_46,-23.69711173,3.500370704,1,RET,8W,RGC,RET_10W_emb1_rep1_46,2178
RET_10W_emb1_rep1_47,-9.880792512000001,0.535910245,4,RET,8W,RGC,RET_10W_emb1_rep1_47,2179
RET_10W_emb1_rep1_48,-27.81751325,1.856071965,1,RET,8W,RGC,RET_10W_emb1_rep1_48,2180
RET_10W_emb1_rep1_49,-28.03528071,6.489748201,1,RET,8W,RGC,RET_10W_emb1_rep1_49,2181
RET_10W_emb1_rep1_50,-28.19928901,3.3224873269999997,1,RET,8W,RGC,RET_10W_emb1_rep1_50,2182
RET_10W_emb1_rep1_51,-30.037482399999995,6.083543592000001,1,RET,8W,RGC,RET_10W_emb1_rep1_51,2183
RET_10W_emb1_rep1_52,-24.78698266,-1.20719133,2,RET,8W,RGC,RET_10W_emb1_rep1_52,2184
RET_10W_emb1_rep1_53,-28.02846686,6.30557753,1,RET,8W,RGC,RET_10W_emb1_rep1_53,2185
RET_10W_emb1_rep1_54,-23.37307868,6.408309833,1,RET,8W,RGC,RET_10W_emb1_rep1_54,2186
RET_10W_emb1_rep1_55,-30.55074107,9.22875056,1,RET,8W,RGC,RET_10W_emb1_rep1_55,2187
RET_10W_emb1_rep1_56,-25.43712334,3.4658862580000003,1,RET,8W,RGC,RET_10W_emb1_rep1_56,2188
RET_10W_emb1_rep1_57,-26.6567429,7.339571348,1,RET,8W,RGC,RET_10W_emb1_rep1_57,2189
RET_10W_emb1_rep1_58,-27.91122423,5.486130687999999,1,RET,8W,RGC,RET_10W_emb1_rep1_58,2190
RET_10W_emb1_rep1_59,-26.91303614,8.393964575,1,RET,8W,RGC,RET_10W_emb1_rep1_59,2191
RET_10W_emb1_rep1_60,-24.17544164,3.264289953,1,RET,8W,RGC,RET_10W_emb1_rep1_60,2192
RET_10W_emb1_rep1_61,-28.42063266,5.110266584,1,RET,8W,RGC,RET_10W_emb1_rep1_61,2193
RET_10W_emb1_rep1_62,-28.50043026,-12.92599414,18,RET,8W,Microglia,RET_10W_emb1_rep1_62,2194
RET_10W_emb1_rep1_63,-27.83230156,7.294085468,1,RET,8W,RGC,RET_10W_emb1_rep1_63,2195
RET_10W_emb1_rep1_64,-29.65865087,7.8265229089999995,1,RET,8W,RGC,RET_10W_emb1_rep1_64,2196
RET_10W_emb1_rep1_65,-22.82695297,1.215556133,1,RET,8W,RGC,RET_10W_emb1_rep1_65,2197
RET_10W_emb1_rep1_66,-29.94490822,-12.38613114,18,RET,8W,Microglia,RET_10W_emb1_rep1_66,2198
RET_10W_emb1_rep1_67,-32.39593309,7.6367778610000006,1,RET,8W,RGC,RET_10W_emb1_rep1_67,2199
RET_10W_emb1_rep1_68,-24.75407367,2.428442161,1,RET,8W,RGC,RET_10W_emb1_rep1_68,2200
RET_10W_emb1_rep1_69,-27.41589567,3.843860647,1,RET,8W,RGC,RET_10W_emb1_rep1_69,2201
RET_10W_emb1_rep1_70,-30.13729465,-12.20978062,18,RET,8W,Microglia,RET_10W_emb1_rep1_70,2202
RET_10W_emb1_rep1_71,-25.31191084,2.392618663,1,RET,8W,RGC,RET_10W_emb1_rep1_71,2203
RET_10W_emb1_rep1_72,-24.24261323,1.9910392080000001,1,RET,8W,RGC,RET_10W_emb1_rep1_72,2204
RET_10W_emb1_rep1_73,-25.66886333,3.4439394119999998,1,RET,8W,RGC,RET_10W_emb1_rep1_73,2205
RET_10W_emb1_rep1_74,-19.0957337,1.552239677,1,RET,8W,RGC,RET_10W_emb1_rep1_74,2206
RET_10W_emb1_rep1_75,-21.33217174,9.096986053,1,RET,8W,RGC,RET_10W_emb1_rep1_75,2207
RET_10W_emb1_rep1_76,-18.40927229,0.915699052,7,RET,8W,RGC,RET_10W_emb1_rep1_76,2208
RET_10W_emb1_rep1_77,-8.970777452,-6.571213735,12,RET,8W,RPC,RET_10W_emb1_rep1_77,2209
RET_10W_emb1_rep1_78,-23.43627552,3.062516816,1,RET,8W,RGC,RET_10W_emb1_rep1_78,2210
RET_10W_emb1_rep1_79,-30.68295504,7.454933542000001,1,RET,8W,RGC,RET_10W_emb1_rep1_79,2211
RET_10W_emb1_rep1_80,-29.17805889,5.982191094,1,RET,8W,RGC,RET_10W_emb1_rep1_80,2212
RET_10W_emb1_rep1_81,-16.05458851,2.734779081,4,RET,8W,RGC,RET_10W_emb1_rep1_81,2213
RET_10W_emb1_rep1_82,-18.55037284,12.07551292,7,RET,8W,RGC,RET_10W_emb1_rep1_82,2214
RET_10W_emb1_rep1_83,-25.05950727,5.135227691,1,RET,8W,RGC,RET_10W_emb1_rep1_83,2215
RET_10W_emb1_rep1_84,-14.47276707,0.979719998,4,RET,8W,RGC,RET_10W_emb1_rep1_84,2216
RET_10W_emb1_rep1_85,-26.74475854,4.953380619,1,RET,8W,RGC,RET_10W_emb1_rep1_85,2217
RET_10W_emb1_rep1_86,-8.639942095,-0.44673250600000003,4,RET,8W,RGC,RET_10W_emb1_rep1_86,2218
RET_10W_emb1_rep1_87,-25.27424096,5.191921826000001,1,RET,8W,RGC,RET_10W_emb1_rep1_87,2219
RET_10W_emb1_rep1_88,-8.923225315,-0.676333592,4,RET,8W,RGC,RET_10W_emb1_rep1_88,2220
RET_10W_emb1_rep1_89,-17.26986136,3.97586715,1,RET,8W,RGC,RET_10W_emb1_rep1_89,2221
RET_10W_emb1_rep1_90,-28.18004215,6.21937051,1,RET,8W,RGC,RET_10W_emb1_rep1_90,2222
RET_10W_emb1_rep1_91,-24.3136829,4.513950507,1,RET,8W,RGC,RET_10W_emb1_rep1_91,2223
RET_10W_emb1_rep1_92,-10.96373844,7.944903172999999,1,RET,8W,RGC,RET_10W_emb1_rep1_92,2224
RET_10W_emb1_rep1_93,-25.51058543,5.323409478,1,RET,8W,RGC,RET_10W_emb1_rep1_93,2225
RET_10W_emb1_rep1_94,-20.04212203,6.069544716,1,RET,8W,RGC,RET_10W_emb1_rep1_94,2226
RET_10W_emb1_rep1_95,-28.84885949,5.046544988,1,RET,8W,RGC,RET_10W_emb1_rep1_95,2227
RET_10W_emb1_rep1_96,-28.69917868,5.928321982000001,1,RET,8W,RGC,RET_10W_emb1_rep1_96,2228
RET_10W_emb1_rep2_1,-17.98889197,3.827366698,1,RET,8W,RGC,RET_10W_emb1_rep2_1,2229
RET_10W_emb1_rep2_2,-27.73440735,4.894175879,1,RET,8W,RGC,RET_10W_emb1_rep2_2,2230
RET_10W_emb1_rep2_3,-25.74682591,1.494067064,1,RET,8W,RGC,RET_10W_emb1_rep2_3,2231
RET_10W_emb1_rep2_4,-28.61465973,3.7268388710000004,1,RET,8W,RGC,RET_10W_emb1_rep2_4,2232
RET_10W_emb1_rep2_5,-28.72842719,8.241117875,1,RET,8W,RGC,RET_10W_emb1_rep2_5,2233
RET_10W_emb1_rep2_6,-17.91213199,3.910790242,1,RET,8W,RGC,RET_10W_emb1_rep2_6,2234
RET_10W_emb1_rep2_7,-27.791099499999998,8.159936291000001,1,RET,8W,RGC,RET_10W_emb1_rep2_7,2235
RET_10W_emb1_rep2_8,-15.77874244,2.692243308,4,RET,8W,RGC,RET_10W_emb1_rep2_8,2236
RET_10W_emb1_rep2_9,-28.73333052,8.380536982999999,1,RET,8W,RGC,RET_10W_emb1_rep2_9,2237
RET_10W_emb1_rep2_10,-30.03438476,-11.85218295,18,RET,8W,Microglia,RET_10W_emb1_rep2_10,2238
RET_10W_emb1_rep2_11,-32.3136354,7.413781436,1,RET,8W,RGC,RET_10W_emb1_rep2_11,2239
RET_10W_emb1_rep2_12,-24.40096089,1.261098001,1,RET,8W,RGC,RET_10W_emb1_rep2_12,2240
RET_10W_emb1_rep2_13,-30.7064206,6.795545661,1,RET,8W,RGC,RET_10W_emb1_rep2_13,2241
RET_10W_emb1_rep2_14,-28.10863705,1.859947618,1,RET,8W,RGC,RET_10W_emb1_rep2_14,2242
RET_10W_emb1_rep2_15,-24.44216902,5.823548441,1,RET,8W,RGC,RET_10W_emb1_rep2_15,2243
RET_10W_emb1_rep2_16,-8.310991224,-0.351153086,4,RET,8W,RGC,RET_10W_emb1_rep2_16,2244
RET_10W_emb1_rep2_17,3.666696747,5.097577301,9,RET,8W,RPC,RET_10W_emb1_rep2_17,2245
RET_10W_emb1_rep2_18,-26.53351678,8.74722292,1,RET,8W,RGC,RET_10W_emb1_rep2_18,2246
RET_10W_emb1_rep2_19,-29.23723289,4.838286056,1,RET,8W,RGC,RET_10W_emb1_rep2_19,2247
RET_10W_emb1_rep2_20,-32.52297757,5.9388219829999995,1,RET,8W,RGC,RET_10W_emb1_rep2_20,2248
RET_10W_emb1_rep2_21,-29.13025088,7.444041829,1,RET,8W,RGC,RET_10W_emb1_rep2_21,2249
RET_10W_emb1_rep2_22,-11.69209512,0.854720597,4,RET,8W,RGC,RET_10W_emb1_rep2_22,2250
RET_10W_emb1_rep2_23,-25.37892144,15.19325923,11,RET,8W,RGC,RET_10W_emb1_rep2_23,2251
RET_10W_emb1_rep2_24,-32.35806255,6.137839242,1,RET,8W,RGC,RET_10W_emb1_rep2_24,2252
RET_10W_emb1_rep2_25,2.592898221,-1.798601029,9,RET,8W,RPC,RET_10W_emb1_rep2_25,2253
RET_10W_emb1_rep2_26,-24.94965064,4.8798957210000005,1,RET,8W,RGC,RET_10W_emb1_rep2_26,2254
RET_10W_emb1_rep2_27,-31.34203505,6.8604798360000006,1,RET,8W,RGC,RET_10W_emb1_rep2_27,2255
RET_10W_emb1_rep2_28,-29.62216141,6.216036387999999,1,RET,8W,RGC,RET_10W_emb1_rep2_28,2256
RET_10W_emb1_rep2_29,-21.47389578,9.119917492999999,1,RET,8W,RGC,RET_10W_emb1_rep2_29,2257
RET_10W_emb1_rep2_30,-2.9944648860000003,-8.807011012,2,RET,8W,RPC,RET_10W_emb1_rep2_30,2258
RET_10W_emb1_rep2_31,-3.4636517280000003,-8.362461869,2,RET,8W,RPC,RET_10W_emb1_rep2_31,2259
RET_10W_emb1_rep2_32,-12.47266552,0.515198305,4,RET,8W,RGC,RET_10W_emb1_rep2_32,2260
RET_10W_emb1_rep2_33,-23.80088068,5.4402291410000005,1,RET,8W,RGC,RET_10W_emb1_rep2_33,2261
RET_10W_emb1_rep2_34,-7.1179136089999995,3.389818094,4,RET,8W,RGC,RET_10W_emb1_rep2_34,2262
RET_10W_emb1_rep2_35,0.7520368959999999,12.39066236,3,RET,8W,Horizontal,RET_10W_emb1_rep2_35,2263
RET_10W_emb1_rep2_36,1.4302528730000001,-2.9919853689999996,2,RET,8W,RPC,RET_10W_emb1_rep2_36,2264
RET_10W_emb1_rep2_37,-31.84975145,6.363721803,1,RET,8W,RGC,RET_10W_emb1_rep2_37,2265
RET_10W_emb1_rep2_38,-30.88533547,6.752425431,1,RET,8W,RGC,RET_10W_emb1_rep2_38,2266
RET_10W_emb1_rep2_39,-12.47370461,0.338094857,4,RET,8W,RGC,RET_10W_emb1_rep2_39,2267
RET_10W_emb1_rep2_40,3.480510891,1.878811003,9,RET,8W,RPC,RET_10W_emb1_rep2_40,2268
RET_10W_emb1_rep2_41,-10.20601976,0.96471661,4,RET,8W,RGC,RET_10W_emb1_rep2_41,2269
RET_10W_emb1_rep2_42,-7.406019548,-6.780385203,2,RET,8W,RPC,RET_10W_emb1_rep2_42,2270
RET_10W_emb1_rep2_43,-30.80487725,5.623417537999999,1,RET,8W,RGC,RET_10W_emb1_rep2_43,2271
RET_10W_emb1_rep2_44,-0.683474082,13.10578966,3,RET,8W,Horizontal,RET_10W_emb1_rep2_44,2272
RET_10W_emb1_rep2_45,-16.39575638,3.33234826,4,RET,8W,RGC,RET_10W_emb1_rep2_45,2273
RET_10W_emb1_rep2_46,-30.42151645,7.553596367999999,1,RET,8W,RGC,RET_10W_emb1_rep2_46,2274
RET_10W_emb1_rep2_47,0.40600300799999994,16.18336305,3,RET,8W,Horizontal,RET_10W_emb1_rep2_47,2275
RET_10W_emb1_rep2_48,-15.78367143,2.7179098130000003,1,RET,8W,RGC,RET_10W_emb1_rep2_48,2276
RET_10W_emb1_rep2_49,-24.93090715,-0.15532573800000002,1,RET,8W,RGC,RET_10W_emb1_rep2_49,2277
RET_10W_emb1_rep2_50,-7.363025874,-8.240269781,2,RET,8W,RPC,RET_10W_emb1_rep2_50,2278
RET_10W_emb1_rep2_51,-24.21427691,0.325011408,1,RET,8W,RGC,RET_10W_emb1_rep2_51,2279
RET_10W_emb1_rep2_52,-27.19863518,2.873851795,1,RET,8W,RGC,RET_10W_emb1_rep2_52,2280
RET_10W_emb1_rep2_53,-25.92012561,4.884918391,1,RET,8W,RGC,RET_10W_emb1_rep2_53,2281
RET_10W_emb1_rep2_54,-17.95163571,3.831651415,1,RET,8W,RGC,RET_10W_emb1_rep2_54,2282
RET_10W_emb1_rep2_55,-0.584441745,12.57170081,12,RET,8W,Horizontal,RET_10W_emb1_rep2_55,2283
RET_10W_emb1_rep2_56,-29.07295986,-12.41896949,18,RET,8W,Microglia,RET_10W_emb1_rep2_56,2284
RET_10W_emb1_rep2_57,-23.76934181,5.988050648,1,RET,8W,RGC,RET_10W_emb1_rep2_57,2285
RET_10W_emb1_rep2_58,-28.62270656,6.134924118,1,RET,8W,RGC,RET_10W_emb1_rep2_58,2286
RET_10W_emb1_rep2_59,-29.241769800000004,6.045057455,1,RET,8W,RGC,RET_10W_emb1_rep2_59,2287
RET_10W_emb1_rep2_60,1.732456319,11.33546396,12,RET,8W,Horizontal,RET_10W_emb1_rep2_60,2288
RET_10W_emb1_rep2_61,-27.27344136,2.918604275,1,RET,8W,RGC,RET_10W_emb1_rep2_61,2289
RET_10W_emb1_rep2_62,-28.05242089,4.679650985,1,RET,8W,RGC,RET_10W_emb1_rep2_62,2290
RET_10W_emb1_rep2_63,-25.03241484,0.473864694,1,RET,8W,RGC,RET_10W_emb1_rep2_63,2291
RET_10W_emb1_rep2_64,-22.84165755,3.474701762,1,RET,8W,RGC,RET_10W_emb1_rep2_64,2292
RET_10W_emb1_rep2_65,-23.1462299,1.7687745519999998,1,RET,8W,RGC,RET_10W_emb1_rep2_65,2293
RET_10W_emb1_rep2_66,-17.64472291,13.18467764,1,RET,8W,RGC,RET_10W_emb1_rep2_66,2294
RET_10W_emb1_rep2_67,-9.042581722000001,-6.654464409,2,RET,8W,RPC,RET_10W_emb1_rep2_67,2295
RET_10W_emb1_rep2_68,8.095238374,2.562274032,9,RET,8W,RPC,RET_10W_emb1_rep2_68,2296
RET_10W_emb1_rep2_69,-25.08949184,3.9325344810000002,1,RET,8W,RGC,RET_10W_emb1_rep2_69,2297
RET_10W_emb1_rep2_70,-24.78751396,2.787696932,1,RET,8W,RGC,RET_10W_emb1_rep2_70,2298
RET_10W_emb1_rep2_71,-32.64967265,5.866133294,1,RET,8W,RGC,RET_10W_emb1_rep2_71,2299
RET_10W_emb1_rep2_72,-28.21625004,5.7948211370000005,1,RET,8W,RGC,RET_10W_emb1_rep2_72,2300
RET_10W_emb1_rep2_73,-30.09166842,-12.28934451,18,RET,8W,Microglia,RET_10W_emb1_rep2_73,2301
RET_10W_emb1_rep2_74,-17.35120502,2.196105046,4,RET,8W,RGC,RET_10W_emb1_rep2_74,2302
RET_10W_emb1_rep2_75,-21.85160937,5.81422759,1,RET,8W,RGC,RET_10W_emb1_rep2_75,2303
RET_10W_emb1_rep2_76,-31.39759681,7.445429796,1,RET,8W,RGC,RET_10W_emb1_rep2_76,2304
RET_10W_emb1_rep2_77,-31.65491178,6.622347617999999,1,RET,8W,RGC,RET_10W_emb1_rep2_77,2305
RET_10W_emb1_rep2_78,-22.67393107,3.213377514,1,RET,8W,RGC,RET_10W_emb1_rep2_78,2306
RET_10W_emb1_rep2_79,-17.10776385,2.611724436,4,RET,8W,RGC,RET_10W_emb1_rep2_79,2307
RET_10W_emb1_rep2_80,-0.9166917609999999,12.73109243,12,RET,8W,Horizontal,RET_10W_emb1_rep2_80,2308
RET_10W_emb1_rep2_81,-27.45552988,4.9490787869999995,1,RET,8W,RGC,RET_10W_emb1_rep2_81,2309
RET_10W_emb1_rep2_82,-4.246645895,14.10328464,12,RET,8W,Horizontal,RET_10W_emb1_rep2_82,2310
RET_10W_emb1_rep2_83,-26.41675092,5.133653289,1,RET,8W,RGC,RET_10W_emb1_rep2_83,2311
RET_10W_emb1_rep2_84,-29.58636101,4.084432677,1,RET,8W,RGC,RET_10W_emb1_rep2_84,2312
RET_10W_emb1_rep2_85,-19.55781875,4.709408482,1,RET,8W,RGC,RET_10W_emb1_rep2_85,2313
RET_10W_emb1_rep2_86,-27.74341035,5.629842628,1,RET,8W,RGC,RET_10W_emb1_rep2_86,2314
RET_10W_emb1_rep2_87,-30.37310585,8.204690063,1,RET,8W,RGC,RET_10W_emb1_rep2_87,2315
RET_10W_emb1_rep2_88,-27.08573869,1.902550935,1,RET,8W,RGC,RET_10W_emb1_rep2_88,2316
RET_10W_emb1_rep2_89,-25.62658374,14.38801877,1,RET,8W,RGC,RET_10W_emb1_rep2_89,2317
RET_10W_emb1_rep2_90,-26.20143636,7.054454085,1,RET,8W,RGC,RET_10W_emb1_rep2_90,2318
RET_10W_emb1_rep2_91,-23.55245192,6.098107715,1,RET,8W,RGC,RET_10W_emb1_rep2_91,2319
RET_10W_emb1_rep2_92,-16.46796684,-0.48693075,4,RET,8W,RGC,RET_10W_emb1_rep2_92,2320
RET_10W_emb1_rep2_93,-26.57289458,3.727808177,1,RET,8W,RGC,RET_10W_emb1_rep2_93,2321
RET_10W_emb1_rep2_94,-26.44866361,8.17539036,1,RET,8W,RGC,RET_10W_emb1_rep2_94,2322
RET_10W_emb1_rep2_95,-29.04491386,4.08382753,1,RET,8W,RGC,RET_10W_emb1_rep2_95,2323
RET_10W_emb1_rep2_96,-24.75809116,2.249720474,1,RET,8W,RGC,RET_10W_emb1_rep2_96,2324
RPE_10W_emb1_rep1_1,8.581991897,-30.75991244,0,RPE,8W,RPE,RPE_10W_emb1_rep1_1,2325
RPE_10W_emb1_rep1_2,5.04718201,-29.99885852,0,RPE,8W,RPE,RPE_10W_emb1_rep1_2,2326
RPE_10W_emb1_rep1_3,-1.633395619,-34.62379278,0,RPE,8W,RPE,RPE_10W_emb1_rep1_3,2327
RPE_10W_emb1_rep1_4,-3.661696684,-35.47477854,0,RPE,8W,RPE,RPE_10W_emb1_rep1_4,2328
RPE_10W_emb1_rep1_5,6.008378766,-29.27169216,0,RPE,8W,RPE,RPE_10W_emb1_rep1_5,2329
RPE_10W_emb1_rep1_6,9.518256953,-32.64046059,0,RPE,8W,RPE,RPE_10W_emb1_rep1_6,2330
RPE_10W_emb1_rep1_7,6.340636161,-28.45832293,0,RPE,8W,RPE,RPE_10W_emb1_rep1_7,2331
RPE_10W_emb1_rep1_8,9.671008856,-32.98027242,0,RPE,8W,RPE,RPE_10W_emb1_rep1_8,2332
RPE_10W_emb1_rep1_9,5.624156135,-28.23465651,0,RPE,8W,RPE,RPE_10W_emb1_rep1_9,2333
RPE_10W_emb1_rep1_10,8.093304233,-28.57515022,0,RPE,8W,RPE,RPE_10W_emb1_rep1_10,2334
RPE_10W_emb1_rep1_11,8.949739565,-29.54861148,0,RPE,8W,RPE,RPE_10W_emb1_rep1_11,2335
RPE_10W_emb1_rep1_12,7.654562567,-30.56079648,0,RPE,8W,RPE,RPE_10W_emb1_rep1_12,2336
RPE_10W_emb1_rep1_13,7.9291190910000005,-29.88754646,0,RPE,8W,RPE,RPE_10W_emb1_rep1_13,2337
RPE_10W_emb1_rep1_14,8.898594808,-29.59192662,0,RPE,8W,RPE,RPE_10W_emb1_rep1_14,2338
RPE_10W_emb1_rep1_15,8.985268445,-29.83083606,0,RPE,8W,RPE,RPE_10W_emb1_rep1_15,2339
